RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointEarned
3594,15699325,Fedorova,555,Germany,Female,62,10,114822.64,1,0,1,8444.5,0,0,3,GOLD,291
7795,15714883,Genovese,508,France,Female,25,2,111395.53,1,0,1,48197.06,0,0,5,PLATINUM,337
9812,15772421,Tretiakov,645,Germany,Female,31,1,128927.93,1,1,1,2850.01,0,0,4,PLATINUM,847
8510,15750728,Kaur,586,Spain,Female,42,2,0.0,1,1,0,102889.34,0,0,3,PLATINUM,338
9274,15740160,Okwukwe,616,France,Male,31,1,0.0,2,1,1,54706.75,0,0,3,DIAMOND,852
593,15679587,Chan,666,France,Female,34,9,115897.12,1,1,1,25095.03,0,0,1,SILVER,427
3442,15636658,Rozhkova,596,France,Male,36,2,0.0,2,1,1,12067.39,0,0,4,SILVER,933
5727,15764343,T'ien,688,Spain,Female,46,8,155681.72,1,1,0,26287.21,0,0,3,SILVER,984
8770,15646262,Ross,622,France,Male,31,7,0.0,1,1,0,35408.77,0,0,2,PLATINUM,978
8768,15585466,Russo,552,France,Male,29,10,0.0,2,1,0,12186.83,0,0,3,DIAMOND,333
4900,15696852,Hsu,803,France,Female,32,9,192122.84,1,1,1,54277.45,1,1,1,SILVER,521
3213,15747097,Hs?,611,France,Male,35,10,0.0,1,1,1,23598.23,1,1,5,SILVER,927
8684,15599329,Christopher,697,France,Female,49,7,195238.29,4,0,1,131083.56,1,1,2,GOLD,503
3001,15584545,Aksenov,532,France,Female,40,5,0.0,2,0,1,177099.71,0,0,4,DIAMOND,712
3551,15648455,Kung,647,Germany,Male,51,4,131156.76,1,1,0,29883.63,0,0,3,GOLD,531
3156,15794493,Chimaijem,641,Spain,Male,32,7,0.0,2,1,1,24267.28,0,0,4,GOLD,652
6206,15616221,Wilson,497,France,Female,29,4,85646.81,1,0,0,63233.02,1,1,5,GOLD,750
855,15601589,Baresi,675,France,Female,57,8,0.0,2,0,1,95463.29,0,0,3,SILVER,632
733,15723873,Ponomarev,657,Spain,Male,31,3,125167.02,1,0,0,98820.39,0,0,2,SILVER,225
2836,15812917,Kosisochukwu,653,Spain,Male,35,6,116662.96,2,1,1,23864.21,0,0,2,DIAMOND,262
1191,15636935,Rischbieth,797,France,Female,29,1,0.0,2,1,1,132975.39,0,0,2,SILVER,779
2842,15748473,Curnow,801,France,Male,38,5,0.0,2,1,0,66256.27,0,0,3,PLATINUM,940
8936,15585066,Chimaraoke,660,France,Female,43,1,0.0,1,0,1,112026.1,1,1,5,DIAMOND,720
3792,15795151,Hartzler,705,France,Female,38,3,123894.43,1,1,0,21177.1,0,0,4,PLATINUM,319
3088,15715160,Khan,439,France,Male,36,2,165536.28,2,1,1,123956.83,0,0,3,DIAMOND,877
8943,15709780,Azuka,667,France,Female,37,9,71786.9,2,1,1,67734.79,0,0,2,SILVER,818
9754,15705174,Chiedozie,656,Germany,Male,68,7,153545.11,1,1,1,186574.68,0,0,2,DIAMOND,430
4843,15624820,Ross,683,Spain,Male,56,7,50911.21,3,0,0,97629.31,1,1,2,DIAMOND,655
3196,15705298,L?,697,Germany,Male,29,0,172693.54,1,0,0,141798.98,0,0,2,DIAMOND,267
496,15804256,Hale,765,Germany,Male,36,8,92310.54,2,1,1,72924.56,0,0,3,DIAMOND,547
901,15642041,Burns,727,Germany,Male,40,1,93051.64,2,1,0,71865.31,1,1,1,SILVER,513
7125,15697460,Lai,596,Germany,Male,34,4,99441.21,2,0,1,4802.27,0,0,1,GOLD,873
5677,15568104,Zubarev,749,France,Female,26,6,0.0,2,0,1,34948.77,0,0,4,GOLD,240
7999,15772482,Iloerika,829,Germany,Male,28,3,132405.52,3,1,0,104889.2,1,1,1,PLATINUM,536
239,15794056,Johnston,668,France,Female,46,2,0.0,3,1,0,89048.46,1,1,1,DIAMOND,943
9328,15624715,Ma,593,Spain,Female,40,2,0.0,1,1,1,5194.95,0,0,2,SILVER,678
9110,15703682,Kalinina,681,Spain,Male,33,10,0.0,1,0,0,158336.36,0,0,1,PLATINUM,818
3808,15670562,Pharr,470,France,Male,30,3,101140.76,1,1,1,50906.65,0,0,3,SILVER,437
1823,15779390,Theus,850,Spain,Female,31,4,91292.7,1,1,1,162149.07,0,0,5,GOLD,956
