RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointEarned
5933,15749300,Teng,556,France,Female,47,2,139914.27,1,1,1,50390.98,0,0,1,SILVER,522
7473,15573798,Yermolayev,448,France,Female,36,6,83947.12,2,1,0,81999.53,0,0,4,SILVER,524
5764,15700965,Toscano,724,France,Female,32,6,0.0,2,1,1,150026.79,0,0,4,PLATINUM,480
8886,15815125,Michael,668,Spain,Male,45,4,102486.21,2,1,1,158379.25,0,0,4,GOLD,823
2856,15693203,Powell,710,Spain,Female,75,5,0.0,2,1,1,9376.89,0,0,1,GOLD,857
411,15566594,McKenzie,709,Spain,Male,23,10,0.0,2,0,0,129590.18,0,0,2,SILVER,246
4756,15740072,Padovesi,720,France,Female,37,2,120328.88,2,1,1,138470.21,0,0,1,DIAMOND,302
5706,15698703,Doherty,628,Germany,Male,40,5,181768.32,2,1,1,129107.97,0,0,2,SILVER,307
2547,15755178,Ramos,660,France,Male,50,1,0.0,3,1,1,191849.15,1,1,5,SILVER,967
1273,15756539,Marshall,585,Germany,Female,39,7,165610.41,2,0,0,131852.01,0,0,1,GOLD,791
6322,15689096,Beneventi,590,France,Male,47,0,117879.32,1,1,1,8214.46,0,0,5,PLATINUM,874
916,15775625,McKenzie,596,France,Male,47,6,0.0,1,1,0,74835.65,0,0,2,GOLD,458
8065,15748882,Reid,714,Spain,Male,29,9,0.0,2,1,0,129192.55,0,0,3,DIAMOND,323
2433,15769064,Marshall,537,Germany,Male,39,3,135309.36,1,1,0,31728.86,1,1,2,PLATINUM,746
2067,15772262,Vavilov,545,Germany,Male,37,9,110483.86,1,1,1,127394.67,0,0,5,DIAMOND,233
851,15572265,Wu,646,Germany,Male,46,1,170826.55,2,1,0,45041.32,0,0,2,PLATINUM,689
5994,15758856,Kable,597,France,Male,45,7,0.0,2,0,0,167756.45,0,0,2,PLATINUM,972
9826,15701936,Bell,467,Germany,Male,28,10,126315.26,1,1,0,32349.29,1,1,4,PLATINUM,469
7603,15791769,Gardener,691,France,Female,29,9,116536.43,1,1,0,51987.99,0,0,1,DIAMOND,592
