RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointEarned
6046,15784594,Mazzi,549,Germany,Female,37,1,130622.34,2,1,1,128499.94,0,0,3,SILVER,623
7522,15611189,Allingham,670,Spain,Male,43,1,97792.21,1,0,0,120225.62,0,0,4,SILVER,701
6805,15787884,Martin,692,France,Female,30,7,0.0,2,1,1,18826.34,0,0,3,DIAMOND,973
5381,15768219,Sung,850,Spain,Male,36,0,0.0,2,1,0,141242.57,0,0,3,SILVER,863
2591,15710450,Okwudiliolisa,848,Spain,Male,22,7,120811.89,1,1,1,185510.34,0,0,5,GOLD,295
2136,15704284,Ekechukwu,736,Germany,Male,57,9,95295.39,1,1,0,28434.44,1,1,1,SILVER,888
3930,15658548,Ignatiev,646,Germany,Female,36,6,144773.29,2,1,0,53217.3,0,0,3,SILVER,246
6749,15637646,Rowley,756,France,Male,31,10,122647.32,1,0,0,61666.87,0,0,1,GOLD,280
5229,15791925,Palermo,751,France,Male,29,10,147737.63,1,0,1,94951.27,0,0,4,PLATINUM,298
2564,15645463,Udinese,843,France,Female,27,5,0.0,2,1,1,67494.23,0,0,1,DIAMOND,557
1400,15775546,Laurens,517,Spain,Female,29,5,0.0,2,1,0,103402.88,0,0,1,PLATINUM,584
8335,15610343,Marshall-Hall,705,France,Female,37,10,0.0,2,1,1,13935.53,1,1,3,GOLD,931
3095,15738448,Sanford,480,Germany,Female,25,3,174330.35,2,0,0,181647.13,0,0,1,DIAMOND,425
9917,15770516,Evdokimov,616,Spain,Female,44,7,193213.02,2,1,1,137392.77,0,0,1,GOLD,364
6933,15570970,Han,647,France,Female,42,9,0.0,2,1,1,51362.82,0,0,1,DIAMOND,358
9857,15687329,Hope,763,Germany,Female,32,1,108465.65,2,1,0,60552.44,1,1,4,GOLD,751
7705,15796336,Chang,786,Spain,Female,34,9,0.0,2,1,0,117034.32,0,0,4,SILVER,472
5070,15740878,Yao,655,Spain,Female,29,9,0.0,2,0,1,85736.26,0,0,5,DIAMOND,686
2859,15662434,Zhdanova,607,France,Male,25,3,0.0,2,0,0,187048.72,0,0,3,DIAMOND,624
4679,15589147,Frolov,580,Spain,Male,61,8,125921.37,1,1,1,94677.83,0,0,5,DIAMOND,700
5510,15746805,Thomson,597,France,Male,33,9,0.0,2,1,0,49374.82,0,0,2,PLATINUM,297
9333,15638882,Cardell,710,Germany,Female,62,9,148214.36,1,1,0,48571.14,1,1,4,DIAMOND,485
847,15608968,Averyanov,714,Germany,Male,21,6,86402.52,2,0,0,27330.59,0,0,4,GOLD,910
7981,15627517,Taylor,497,Spain,Male,27,7,149400.27,1,0,0,167522.19,0,0,4,GOLD,423
8257,15768574,Anderson,671,Spain,Male,58,1,178713.98,1,1,1,21768.21,0,0,4,SILVER,953
1775,15802256,Yao,439,France,Male,28,7,110976.23,2,1,0,138526.96,0,0,4,PLATINUM,566
6331,15715117,Peel,744,France,Female,39,6,0.0,1,0,0,10662.58,0,0,4,DIAMOND,593
3146,15775590,Mackay,482,Germany,Female,48,2,69329.47,1,0,0,102640.52,1,1,5,DIAMOND,910
382,15591509,Milano,690,France,Male,36,7,101583.11,2,1,0,123775.15,0,0,2,DIAMOND,423
1059,15706186,McKenzie,640,Germany,Male,33,8,81677.22,2,0,0,34925.56,0,0,2,PLATINUM,417
2931,15573452,Manning,663,Germany,Male,42,7,115930.87,1,1,0,19862.78,0,0,4,DIAMOND,809
6644,15762123,Davide,717,Spain,Female,34,1,0.0,2,1,0,119313.74,0,0,4,DIAMOND,533
7776,15731246,Hobler,628,Spain,Male,40,10,0.0,2,1,0,103832.58,0,0,2,SILVER,401
4095,15760880,Edman,513,France,Male,29,10,0.0,2,0,1,25514.77,0,0,5,GOLD,536
9588,15653050,Norriss,719,Germany,Female,76,10,95052.29,1,1,0,176244.87,0,0,4,DIAMOND,517
905,15794580,Ch'en,599,France,Male,58,4,0.0,1,0,0,176407.15,1,1,2,GOLD,818
3877,15805151,Ginikanwa,565,Germany,Male,31,2,89558.39,2,1,1,4441.54,0,0,3,SILVER,772
4421,15571261,Toscani,714,Germany,Female,35,6,126077.43,2,1,1,53954.24,0,0,2,DIAMOND,352
6831,15669262,Maslov,765,France,Male,43,9,157960.49,2,0,0,136602.8,0,0,1,PLATINUM,335
1535,15782736,Jose,573,Germany,Female,47,4,152522.47,1,0,1,164038.07,1,1,4,GOLD,273
8477,15603082,Yashina,701,France,Male,51,9,0.0,2,0,0,61961.57,0,0,2,DIAMOND,577
4422,15698758,Onwuamaegbu,630,Spain,Female,31,1,0.0,2,1,1,169802.73,0,0,4,PLATINUM,402
9425,15666200,Lombardo,689,France,Female,40,1,0.0,2,1,1,119446.64,0,0,4,SILVER,501
4724,15790658,Iqbal,621,Spain,Male,42,8,68683.68,1,1,1,74157.71,0,0,4,SILVER,642
9780,15712568,Angelo,515,Spain,Male,40,10,121355.99,1,1,0,138360.29,0,0,5,GOLD,870
6604,15683213,Bergamaschi,554,France,Female,35,10,74988.59,2,0,1,190155.13,0,0,1,PLATINUM,340
4332,15789714,Semmens,691,Spain,Male,21,3,103000.94,1,1,1,104648.58,0,0,3,SILVER,346
5182,15711287,Ahmed,661,Spain,Female,35,5,128415.45,1,1,0,142626.49,0,0,5,SILVER,969
2395,15716284,Ward,543,France,Male,43,9,0.0,2,1,1,78858.07,0,0,5,SILVER,380
7775,15609928,Johnston,850,Germany,Male,43,5,129305.09,2,0,1,19244.58,0,0,4,PLATINUM,615
447,15730460,Oleary,722,France,Male,37,2,0.0,1,0,0,120906.83,0,0,4,GOLD,625
2517,15798666,Hughes,814,France,Female,36,6,0.0,2,1,1,98657.01,0,0,5,SILVER,780
6203,15684995,Chamberlain,690,Spain,Male,49,8,116622.73,1,0,1,51011.29,0,0,3,DIAMOND,789
9175,15628059,DeRose,529,France,Male,61,1,0.0,2,1,1,191370.97,0,0,5,SILVER,589
4745,15582849,McIntosh,757,France,Female,51,1,0.0,1,1,1,22835.13,1,1,2,SILVER,740
6725,15756625,Crawford,752,France,Female,41,8,0.0,2,1,0,139844.04,1,1,1,SILVER,300
7091,15565714,Cattaneo,601,France,Male,47,1,64430.06,2,0,1,96517.97,0,0,5,SILVER,308
9117,15672082,Schatz,562,France,Male,62,3,0.0,2,1,0,105986.01,0,0,2,GOLD,845
2000,15567399,Enderby,633,Germany,Male,43,3,144164.29,1,1,1,158646.46,0,0,1,SILVER,918
67,15696061,Brownless,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,1,3,PLATINUM,469
7525,15620103,Ho,660,France,Female,40,8,167181.01,1,1,1,185156.94,0,0,2,DIAMOND,736
2891,15689616,Ward,586,Spain,Male,34,5,168094.01,1,0,0,20058.61,0,0,3,GOLD,287
1231,15742480,Igwebuike,775,Germany,Male,36,2,109949.05,2,0,1,71682.54,0,0,1,GOLD,826
2573,15785865,Mazzanti,711,France,Male,58,9,91285.13,2,1,1,26767.85,0,0,3,DIAMOND,949
4252,15720847,Sheffield,601,France,Male,35,2,0.0,2,1,1,118983.18,0,0,5,PLATINUM,552
691,15589493,Otitodilinna,716,Germany,Male,27,1,122552.34,2,1,0,67611.36,0,0,5,GOLD,475
551,15750141,Reichard,721,Germany,Female,36,3,65253.07,2,1,0,28737.78,0,0,5,SILVER,751
4562,15638028,Ifeanyichukwu,562,Germany,Male,31,4,127237.25,2,0,1,143317.42,0,0,4,DIAMOND,938
5751,15583392,Woronoff,747,Germany,Male,37,9,135776.36,3,1,0,85470.45,1,1,4,PLATINUM,965
6235,15654274,Corrie,540,France,Male,37,6,0.0,2,1,0,141998.89,0,0,1,GOLD,417
2390,15711825,Ts'ai,655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0,0,1,SILVER,227
4032,15648461,Hs?eh,688,Spain,Male,37,7,138162.41,2,1,1,113926.31,0,0,2,GOLD,612
7581,15781975,Rees,708,France,Male,34,3,0.0,1,0,1,121457.88,1,1,5,DIAMOND,552
3526,15632551,Buccho,625,Germany,Male,31,4,77743.01,2,1,0,75335.68,0,0,5,GOLD,626
141,15698932,Groves,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,0,5,PLATINUM,965
5553,15651315,Dilke,627,France,Male,41,3,0.0,2,1,0,132719.8,0,0,2,DIAMOND,902
2397,15732476,Ifeanyichukwu,600,France,Female,27,3,0.0,2,0,1,125698.97,0,0,3,PLATINUM,339
9472,15776404,Williamson,523,France,Male,22,8,123374.46,1,1,1,124906.59,0,0,4,PLATINUM,862
6977,15785488,Palmer,701,Spain,Female,39,9,0.0,2,1,1,110043.88,0,0,1,GOLD,693
5085,15666856,Chikwendu,774,France,Male,49,1,142767.39,1,1,1,8214.41,0,0,1,SILVER,572
7737,15685640,Dancy,649,France,Female,41,3,130931.83,1,1,1,144808.37,0,0,1,PLATINUM,457
854,15745012,Pettit,653,France,Female,43,6,0.0,2,1,1,7330.59,0,0,5,DIAMOND,848
