RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointEarned
8090,15623357,Onio,692,Germany,Male,24,2,120596.93,1,0,1,180490.53,0,0,5,DIAMOND,466
9603,15603135,Boni,634,Germany,Female,59,3,95727.05,1,0,0,97939.4,1,1,3,SILVER,698
880,15697497,She,518,France,Female,45,9,105525.65,2,1,1,73418.29,0,0,3,DIAMOND,610
6001,15658577,Massie,629,France,Female,37,10,99546.25,3,0,1,25136.95,1,1,1,PLATINUM,878
9761,15632143,Lung,652,France,Male,31,2,119148.55,1,0,0,149740.22,0,0,1,PLATINUM,718
4043,15567328,Ch'en,738,Spain,Male,38,5,177997.07,1,0,1,19233.41,0,0,5,PLATINUM,799
2097,15757916,Amaechi,600,France,Female,38,9,0.0,2,1,1,58855.85,0,0,5,PLATINUM,700
3543,15636024,Blackburn,692,Spain,Female,34,4,109699.08,1,1,1,37898.91,0,0,2,SILVER,489
9807,15648272,Medvedeva,658,Spain,Male,35,9,71829.34,1,1,1,68141.92,0,0,1,SILVER,285
6195,15794273,Hand,604,France,Female,56,0,62732.65,1,0,1,124954.56,0,0,3,GOLD,948
4620,15622532,Izmailova,708,France,Female,47,0,126589.12,2,0,1,132730.07,1,1,5,GOLD,856
9102,15660980,Cairns,597,Spain,Male,38,6,115702.67,2,1,1,25059.05,0,0,4,DIAMOND,486
8915,15746695,Wunder,429,France,Female,39,6,48023.83,1,1,0,74870.99,0,0,3,GOLD,659
6908,15661433,Zetticci,519,France,Male,34,5,0.0,1,1,0,68479.6,0,0,2,PLATINUM,668
8304,15728333,McBurney,521,France,Male,43,8,0.0,1,1,1,93180.09,0,0,2,PLATINUM,400
5766,15717156,Sokolov,520,France,Male,30,3,143396.54,2,1,1,898.51,0,0,1,DIAMOND,605
7784,15681332,Tate,437,France,Female,43,6,0.0,1,1,0,148330.97,1,1,1,DIAMOND,692
3550,15647725,Napolitano,675,France,Female,61,5,62055.17,3,1,0,166305.16,1,1,4,PLATINUM,716
1467,15650391,Wallace,633,France,Female,29,7,169988.35,1,1,0,4272.0,0,0,3,DIAMOND,613
687,15801277,Maccallum,715,France,Female,31,2,112212.14,2,1,1,181600.72,0,0,5,PLATINUM,641
6854,15593943,Chinagorom,685,France,Female,43,1,132667.17,1,1,1,41876.98,0,0,3,PLATINUM,943
4584,15604891,Zaytseva,624,Spain,Female,38,8,0.0,2,1,0,95403.41,0,0,5,PLATINUM,735
4963,15665088,Gordon,531,France,Female,42,2,0.0,2,0,1,90537.47,0,0,2,GOLD,556
1191,15636935,Rischbieth,797,France,Female,29,1,0.0,2,1,1,132975.39,0,0,2,SILVER,779
564,15665956,Pendergrass,509,France,Female,46,1,0.0,1,1,0,71244.59,1,1,2,DIAMOND,264
4015,15597914,Evdokimov,641,Germany,Female,51,2,117306.69,4,1,1,26912.72,1,1,4,DIAMOND,300
7499,15659031,Mordvinova,630,France,Female,36,8,126598.99,2,1,1,134407.93,0,0,2,PLATINUM,970
