RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointEarned
976,15685357,Wright,750,Spain,Female,36,8,112940.07,1,0,1,9855.81,0,0,3,GOLD,447
1200,15769169,Trentino,645,France,Male,41,7,0.0,1,0,1,28667.56,0,0,1,SILVER,892
7094,15644453,Loggia,606,Germany,Female,41,4,132670.53,1,1,0,156476.36,1,1,1,DIAMOND,785
7586,15580579,Trevisani,490,France,Female,40,1,0.0,1,1,1,49594.19,1,1,2,DIAMOND,229
2143,15782591,Cook,690,France,Male,35,6,112689.95,1,1,0,176962.31,0,0,3,SILVER,828
3705,15753213,Lees,604,France,Female,34,7,0.0,2,1,0,193021.49,0,0,2,SILVER,457
2111,15795990,Lumholtz,722,Germany,Female,48,10,138311.76,1,1,1,3472.63,1,1,2,DIAMOND,310
2405,15809286,Burke,631,Germany,Male,37,8,138292.64,2,0,0,152422.91,1,1,3,DIAMOND,647
9858,15779423,K?,716,France,Male,39,1,70657.61,2,1,1,76476.05,0,0,3,GOLD,421
6013,15654183,Aitken,738,France,Female,26,3,0.0,2,1,0,67484.16,0,0,4,SILVER,656
7225,15609823,Chieloka,751,Spain,Female,34,8,127095.14,2,0,0,479.54,0,0,2,DIAMOND,995
4438,15779522,Efimov,736,France,Female,24,0,0.0,2,1,0,109355.73,1,1,1,SILVER,446
3778,15697127,Monaldo,543,France,Female,31,2,147674.26,1,1,1,16658.76,0,0,3,DIAMOND,985
3376,15733234,Moretti,777,France,Female,58,4,0.0,1,1,1,62449.07,1,1,3,GOLD,852
8573,15611223,Ko,752,Germany,Female,38,10,101648.5,2,1,0,172001.44,0,0,1,PLATINUM,296
4965,15574761,Lynch,466,France,Female,41,3,33563.95,2,1,0,178994.13,1,1,1,DIAMOND,629
4567,15580682,Tsai,652,France,Female,40,4,79927.36,2,1,1,33524.6,0,0,5,SILVER,640
3762,15759140,Long,682,France,Female,64,10,128306.7,1,0,1,66040.83,0,0,4,PLATINUM,457
4367,15669060,Woolnough,662,France,Male,74,6,0.0,2,1,0,123583.85,0,0,1,SILVER,512
6544,15796218,Wei,814,Germany,Male,29,1,131968.57,2,1,1,147693.92,0,0,2,PLATINUM,545
6429,15577423,Mosley,627,Germany,Female,39,5,124586.93,1,1,0,93132.61,1,1,2,DIAMOND,265
