RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointEarned
2993,15786993,Lung,810,France,Female,51,5,0.0,2,0,1,184524.74,0,0,1,DIAMOND,527
9777,15700714,Hollis,747,France,Male,29,7,0.0,2,1,1,141706.43,0,0,1,DIAMOND,338
5914,15639530,Buda,679,Spain,Male,42,2,0.0,1,1,1,168294.27,0,0,2,GOLD,501
2637,15591179,Skelton,702,Spain,Male,30,2,0.0,2,1,1,145537.32,0,0,3,GOLD,786
5763,15756535,Chibugo,733,Germany,Male,39,5,91538.51,1,1,1,93783.0,0,0,3,PLATINUM,336
9664,15607634,Cobb,606,Germany,Male,40,9,95293.86,2,0,1,96985.58,0,0,4,PLATINUM,408
1023,15765014,Mai,547,France,Female,48,1,179380.74,2,0,1,69263.1,0,0,3,DIAMOND,672
7990,15605827,Khan,645,France,Male,39,8,0.0,2,0,0,96864.36,0,0,5,SILVER,287
1043,15593969,Abramovich,630,Spain,Female,39,7,135483.17,1,1,0,140881.2,1,1,1,SILVER,309
5656,15573171,Liao,695,Spain,Male,63,1,146202.93,1,1,1,126688.83,1,1,3,DIAMOND,703
3033,15800061,Moretti,495,Spain,Female,45,3,89158.94,3,1,0,135169.76,1,1,1,PLATINUM,284
937,15613630,Tang,775,France,Male,52,8,109922.61,1,1,1,96823.32,1,1,4,SILVER,347
2571,15611905,Warlow-Davies,513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0,0,5,SILVER,640
5461,15668894,Abramova,661,Germany,Male,41,5,122552.48,2,0,1,120646.4,0,0,2,DIAMOND,800
4935,15806913,Bishop,670,France,Female,54,2,95507.12,1,1,1,63213.31,0,0,2,SILVER,638
1049,15645103,Su,812,Germany,Male,25,5,54817.55,1,1,0,131660.31,0,0,3,PLATINUM,985
3653,15654341,Chao,542,France,Male,34,8,101116.06,1,1,0,196395.05,0,0,4,SILVER,987
1971,15762268,Hancock,666,France,Female,41,10,141162.08,1,1,0,50908.48,0,0,2,SILVER,510
9611,15812534,Chiemenam,455,France,Male,40,1,0.0,3,0,1,129975.34,0,0,2,PLATINUM,407
7711,15754168,McIntosh,506,France,Female,40,3,0.0,1,1,1,144345.58,0,0,1,PLATINUM,479
6306,15732563,Swanton,726,Germany,Female,33,7,99046.31,2,1,1,56053.06,0,0,3,PLATINUM,445
8810,15760568,Dalrymple,593,Germany,Female,38,5,142658.04,2,0,1,135337.11,0,0,1,GOLD,698
4056,15767129,Munz,452,France,Female,60,6,121730.49,1,1,1,142963.29,0,0,3,SILVER,449
3590,15785406,Watts,446,France,Female,51,4,105056.13,1,0,0,70613.52,0,0,2,DIAMOND,731
276,15758685,Dubinina,706,Spain,Female,37,7,0.0,2,1,1,110899.3,0,0,1,GOLD,799
4469,15630363,Nkemakonam,437,France,Female,39,0,102721.49,1,0,0,22191.82,0,0,1,GOLD,696
9486,15656319,Toscano,850,Spain,Male,37,4,88141.1,1,1,0,109659.12,0,0,1,GOLD,228
4931,15569670,Alexeyeva,627,Germany,Male,30,6,112372.96,1,1,1,118029.09,0,0,3,GOLD,345
3660,15664668,Zarate,534,France,Female,42,9,144801.97,1,0,1,12483.39,1,1,3,SILVER,771
7538,15773776,Ho,655,France,Female,38,6,0.0,1,1,1,188639.28,0,0,3,SILVER,333
6867,15664506,Goodwin,675,Spain,Male,32,8,197436.82,1,1,1,52710.7,0,0,3,DIAMOND,236
2234,15791268,Neumann,565,Spain,Male,38,0,122447.76,1,0,0,67339.34,0,0,4,PLATINUM,652
8899,15760427,Cameron,850,France,Male,40,6,124788.18,1,1,0,65612.12,0,0,4,PLATINUM,657
6569,15776725,Kerr,724,Germany,Male,54,8,172192.49,1,1,1,136902.01,0,0,2,SILVER,565
5630,15601503,Tokaryev,578,Spain,Male,28,4,0.0,2,0,0,6947.09,0,0,3,GOLD,849
9242,15775627,Gordon,509,France,Male,35,8,0.0,2,0,1,67431.28,0,0,3,GOLD,825
5139,15589969,Capon,850,France,Male,34,6,0.0,1,0,1,52796.31,0,0,3,GOLD,831
8314,15750121,Tung,639,France,Male,38,3,0.0,1,1,0,42862.82,0,0,1,SILVER,600
4584,15604891,Zaytseva,624,Spain,Female,38,8,0.0,2,1,0,95403.41,0,0,5,PLATINUM,735
9504,15698792,Keldie,671,France,Female,48,6,119769.77,1,0,1,66032.65,0,0,2,DIAMOND,475
6861,15785654,Ofodile,727,Germany,Male,45,6,114422.85,2,1,1,104678.78,1,1,5,PLATINUM,346
8358,15603035,Vincent,651,France,Male,34,3,0.0,2,1,1,105599.65,0,0,5,SILVER,632
1819,15800517,Huang,633,Spain,Male,32,5,163340.12,2,1,1,74415.2,0,0,2,PLATINUM,527
8018,15631406,Munro,459,Germany,Male,50,5,109387.9,1,1,0,155721.15,0,0,3,PLATINUM,894
