RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointEarned
1410,15814268,Franklin,444,France,Female,40,5,84350.07,1,1,0,143835.76,0,0,2,GOLD,580
7835,15797165,Bergamaschi,703,France,Male,56,9,0.0,1,0,0,85547.33,1,1,3,SILVER,623
919,15593773,Olejuru,784,Spain,Male,35,3,0.0,2,0,0,81483.64,0,0,2,PLATINUM,469
2248,15785485,Zhou,595,Germany,Female,41,2,138878.81,1,0,1,112269.67,0,0,5,SILVER,530
1507,15599956,Payne,747,France,Male,27,10,0.0,2,0,0,13007.89,0,0,2,PLATINUM,970
2833,15758171,Tien,582,France,Male,20,4,0.0,1,1,1,55763.66,0,0,5,SILVER,249
2214,15803749,DeRose,498,Germany,Female,41,4,87541.06,2,1,1,12577.21,1,1,3,GOLD,326
9735,15583221,Arnold,667,Germany,Male,70,3,77356.92,2,1,1,20881.96,0,0,2,GOLD,681
5397,15691011,Shoebridge,591,France,Male,42,9,161651.37,2,1,1,131753.97,0,0,2,SILVER,646
5819,15667971,Shepherd,592,Germany,Female,34,6,102143.93,2,1,1,102628.98,0,0,2,GOLD,962
4303,15791867,Hicks,544,Germany,Male,44,2,108895.93,1,0,0,69228.2,1,1,3,DIAMOND,408
8966,15811032,Gambrell,477,Germany,Female,58,8,145984.92,1,1,1,24564.7,0,0,5,DIAMOND,464
6441,15772559,Burrows,790,France,Female,47,10,148636.21,1,0,1,16119.96,1,1,4,DIAMOND,538
1177,15604217,Williams,726,France,Male,34,9,0.0,2,0,0,14121.61,0,0,3,SILVER,616
5358,15691396,Ko,405,Germany,Male,31,5,133299.67,2,1,1,72950.14,0,0,3,SILVER,634
9239,15639133,Ku,773,France,Female,50,4,0.0,2,1,0,129372.94,0,0,4,GOLD,504
3164,15801336,Ch'ang,649,Germany,Female,37,8,114737.26,1,1,1,106655.88,1,1,1,DIAMOND,381
4883,15771750,Sawtell,655,Germany,Female,36,10,122314.39,1,1,0,9181.66,0,0,4,PLATINUM,517
1873,15706593,Ellis,850,Spain,Female,50,10,0.0,2,1,1,33741.84,0,0,2,PLATINUM,802
8041,15627439,Pickering,624,Spain,Female,36,10,0.0,2,0,1,186180.42,0,0,5,GOLD,230
2101,15804814,Ts'ui,759,France,Male,40,4,0.0,2,1,0,124615.59,0,0,1,SILVER,685
3033,15800061,Moretti,495,Spain,Female,45,3,89158.94,3,1,0,135169.76,1,1,1,PLATINUM,284
5104,15808526,Cartwright,783,Germany,Female,58,3,127539.3,1,1,1,96590.39,1,1,5,SILVER,270
8343,15773876,Tung,655,France,Female,34,3,0.0,2,1,0,159638.77,0,0,1,DIAMOND,508
7618,15678779,Quezada,502,France,Male,33,7,0.0,2,0,1,4082.52,0,0,2,SILVER,959
6189,15609558,McDonald,835,Germany,Female,47,5,108289.28,2,1,1,45859.55,1,1,5,GOLD,787
2492,15764174,Bidencope,612,Spain,Female,26,4,0.0,2,1,1,179780.74,0,0,2,GOLD,516
1224,15654229,O'Neill,699,Spain,Male,47,1,0.0,2,0,1,30117.44,0,0,3,SILVER,788
3310,15753343,Barry,523,France,Female,28,2,121164.11,1,1,1,59938.81,0,0,3,GOLD,496
8013,15702715,Kao,747,France,Female,34,10,0.0,2,1,1,50759.8,0,0,3,GOLD,740
7886,15632344,Jones,792,France,Female,42,0,99045.93,2,1,0,47160.01,0,0,3,GOLD,758
9397,15763065,Palerma,700,Spain,Female,40,2,0.0,2,1,0,199753.97,0,0,5,SILVER,654
4773,15788367,Ellis,487,Spain,Male,44,6,61691.45,1,1,1,53087.98,0,0,1,SILVER,936
7414,15604536,Vachon,850,Germany,Female,31,4,164672.66,1,0,1,61936.1,0,0,1,PLATINUM,519
8791,15691792,Young,416,Spain,Male,35,8,0.0,1,0,0,119712.78,0,0,2,DIAMOND,244
95,15676966,Capon,730,Spain,Male,42,4,0.0,2,0,1,85982.47,0,0,4,DIAMOND,722
4059,15771966,Akobundu,557,France,Male,39,8,146200.01,1,1,0,177944.64,0,0,2,GOLD,779
8727,15570289,Benson,697,Germany,Male,43,8,103409.16,1,1,0,66893.28,1,1,2,GOLD,593
2159,15685706,Bird,731,France,Female,40,7,118991.79,1,1,1,156048.64,0,0,2,PLATINUM,253
8093,15663770,Doyle,802,France,Male,38,1,142557.11,1,1,1,172497.73,0,0,4,DIAMOND,670
9701,15797149,Lloyd,563,Spain,Female,36,4,143680.47,2,1,1,63531.19,0,0,1,GOLD,735
779,15797227,Otutodilinna,754,France,Male,28,8,0.0,2,1,1,52615.62,0,0,4,DIAMOND,497
8993,15570192,Henry,608,Germany,Female,40,8,121729.42,1,0,0,61164.45,0,0,4,DIAMOND,802
4820,15683157,Waring,613,France,Male,26,4,100446.57,1,0,1,149653.81,0,0,1,DIAMOND,292
7730,15681007,Yen,850,France,Female,35,2,128548.49,4,1,0,75478.95,1,1,3,PLATINUM,507
3141,15780572,Mansom,653,Spain,Male,30,4,0.0,2,1,0,120736.04,0,0,5,DIAMOND,739
3324,15740630,Pisano,487,Spain,Female,31,1,0.0,2,1,0,158750.13,0,0,3,SILVER,546
7554,15792107,Black,719,Spain,Female,35,8,0.0,1,1,1,165162.4,0,0,5,DIAMOND,569
9908,15611247,McKenzie,481,France,Female,28,10,0.0,2,1,0,145215.96,0,0,4,PLATINUM,318
3225,15713463,Tate,645,Germany,Female,41,2,138881.04,1,1,0,129936.53,1,1,2,GOLD,936
4100,15720509,Hs?,696,France,Male,34,9,150856.79,1,0,1,8236.78,0,0,3,GOLD,572
1630,15595303,Johnston,736,Germany,Male,46,5,130812.91,1,1,1,77981.54,1,1,3,SILVER,610
2353,15726791,Nuttall,637,Spain,Female,45,2,157929.45,1,1,1,145134.49,1,1,4,DIAMOND,546
1618,15801062,Matthews,557,Spain,Female,40,4,0.0,2,0,1,105433.53,0,0,2,SILVER,281
